,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
SISKO,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,4,145,6,Time's Orphan
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
WORF,5,0,63,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,145,6,Time's Orphan
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
BASHIR,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,20,0,0,5,0,54,146,6,The Sound Of Her Voice
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,146,6,The Sound Of Her Voice
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
JAKE,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,17,146,6,The Sound Of Her Voice
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
KIRA,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,146,6,The Sound Of Her Voice
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
ODO,0,0,0,0,0,0,1,0,4,0,0,0,0,41,0,0,0,0,0,0,24,146,6,The Sound Of Her Voice
O'BRIEN,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,41,146,6,The Sound Of Her Voice
QUARK,0,0,0,0,0,0,32,0,1,0,0,41,0,4,0,0,0,0,0,0,43,146,6,The Sound Of Her Voice
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
SISKO,20,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,15,0,63,146,6,The Sound Of Her Voice
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
WORF,5,0,3,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,15,146,6,The Sound Of Her Voice
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,The Sound Of Her Voice
BASHIR,0,0,16,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,19,147,6,Tears Of The Prophets
DAMAR,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,21,147,6,Tears Of The Prophets
DAX,16,0,8,0,0,0,0,0,2,0,0,0,4,1,0,3,0,0,12,0,25,147,6,Tears Of The Prophets
DUKAT,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,147,6,Tears Of The Prophets
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Tears Of The Prophets
GARAK,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,2,0,0,2,0,5,147,6,Tears Of The Prophets
JAKE,0,0,0,0,0,0,2,0,1,1,0,0,3,0,0,12,0,0,0,0,12,147,6,Tears Of The Prophets
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Tears Of The Prophets
KIRA,1,0,2,0,0,1,1,0,0,1,5,28,9,0,0,3,0,0,6,0,31,147,6,Tears Of The Prophets
MARTOK,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,11,0,0,1,0,17,147,6,Tears Of The Prophets
NOG,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,3,0,0,1,0,7,147,6,Tears Of The Prophets
ODO,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,1,0,0,0,0,15,147,6,Tears Of The Prophets
O'BRIEN,0,0,4,0,0,4,3,0,9,1,0,1,0,0,0,4,0,0,2,0,16,147,6,Tears Of The Prophets
QUARK,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,147,6,Tears Of The Prophets
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Tears Of The Prophets
SISKO,1,0,3,0,0,2,12,0,3,11,3,1,4,0,0,0,0,0,3,0,41,147,6,Tears Of The Prophets
WEYOUN,0,26,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,147,6,Tears Of The Prophets
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Tears Of The Prophets
WORF,1,0,12,0,0,2,0,0,6,1,1,0,2,2,0,3,0,0,0,0,19,147,6,Tears Of The Prophets
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Tears Of The Prophets
BASHIR,0,0,0,0,0,0,0,0,0,0,1,0,26,19,0,0,0,0,0,0,29,148,7,Image In The Sand
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10,148,7,Image In The Sand
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,7,Image In The Sand
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,7,Image In The Sand
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,148,7,Image In The Sand
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,7,Image In The Sand
JAKE,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,0,0,0,0,22,148,7,Image In The Sand
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,7,Image In The Sand
KIRA,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,53,148,7,Image In The Sand
MARTOK,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,5,148,7,Image In The Sand
NOG,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,5,148,7,Image In The Sand
ODO,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,20,148,7,Image In The Sand
O'BRIEN,26,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,16,0,36,148,7,Image In The Sand
QUARK,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,20,148,7,Image In The Sand
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,7,Image In The Sand
SISKO,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,56,148,7,Image In The Sand
WEYOUN,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,148,7,Image In The Sand
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,7,Image In The Sand
WORF,0,0,0,0,0,0,0,0,0,7,6,0,16,0,0,0,0,0,0,0,21,148,7,Image In The Sand
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,7,Image In The Sand
BASHIR,0,0,0,0,1,0,1,0,0,2,0,0,4,14,0,0,0,0,4,0,13,149,7,Shadows And Symbols
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,149,7,Shadows And Symbols
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7,Shadows And Symbols
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7,Shadows And Symbols
EZRI,1,0,0,0,2,0,29,0,1,0,0,0,0,0,0,53,0,0,0,0,54,149,7,Shadows And Symbols
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7,Shadows And Symbols
JAKE,1,0,0,0,29,0,2,0,1,0,0,0,0,0,0,3,0,0,3,0,25,149,7,Shadows And Symbols
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7,Shadows And Symbols
KIRA,0,0,0,0,1,0,1,0,4,0,0,32,1,0,0,1,0,0,0,0,37,149,7,Shadows And Symbols
MARTOK,2,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,9,0,16,149,7,Shadows And Symbols
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7,Shadows And Symbols
ODO,0,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,23,149,7,Shadows And Symbols
O'BRIEN,4,0,0,0,0,0,0,0,1,5,0,0,0,16,0,0,0,0,8,0,18,149,7,Shadows And Symbols
QUARK,14,0,0,0,0,0,0,0,0,13,0,1,16,2,0,0,0,0,16,0,32,149,7,Shadows And Symbols
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7,Shadows And Symbols
SISKO,0,0,0,0,53,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,47,149,7,Shadows And Symbols
WEYOUN,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,149,7,Shadows And Symbols
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7,Shadows And Symbols
WORF,4,0,0,0,0,0,3,0,0,9,0,0,8,16,0,0,0,0,0,0,23,149,7,Shadows And Symbols
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7,Shadows And Symbols
BASHIR,2,0,0,0,20,10,0,0,0,0,0,4,2,22,0,2,0,0,11,0,41,150,7,Afterimage
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
EZRI,20,0,0,0,8,101,1,0,6,0,0,1,0,21,0,86,0,0,23,0,143,150,7,Afterimage
GARAK,10,0,0,0,101,2,0,0,0,0,0,4,3,1,0,5,0,0,0,0,66,150,7,Afterimage
JAKE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,150,7,Afterimage
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
KIRA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150,7,Afterimage
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
ODO,4,0,0,0,1,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,8,150,7,Afterimage
O'BRIEN,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,11,0,9,150,7,Afterimage
QUARK,22,0,0,0,21,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,26,150,7,Afterimage
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
SISKO,2,0,0,0,86,5,1,0,0,0,0,2,0,1,0,4,0,0,0,0,54,150,7,Afterimage
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
WORF,11,0,0,0,23,0,0,0,0,0,0,0,11,1,0,0,0,0,2,0,25,150,7,Afterimage
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,7,Afterimage
BASHIR,2,0,0,0,7,0,2,0,1,0,0,0,19,0,3,9,0,0,1,0,26,151,7,Take Me Out To The Holosuite
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
EZRI,7,0,0,0,0,0,0,0,1,0,0,1,5,2,0,5,0,0,0,0,17,151,7,Take Me Out To The Holosuite
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
JAKE,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,13,0,0,0,0,11,151,7,Take Me Out To The Holosuite
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
KIRA,1,0,0,0,1,0,0,0,0,0,3,1,0,4,3,11,0,0,3,0,16,151,7,Take Me Out To The Holosuite
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
NOG,0,0,0,0,0,0,2,0,3,0,0,3,4,2,9,10,0,0,3,0,22,151,7,Take Me Out To The Holosuite
ODO,0,0,0,0,1,0,1,0,1,0,3,12,4,0,2,34,0,0,6,0,38,151,7,Take Me Out To The Holosuite
O'BRIEN,19,0,0,0,5,0,1,0,0,0,4,4,2,5,1,9,0,0,2,0,29,151,7,Take Me Out To The Holosuite
QUARK,0,0,0,0,2,0,0,0,4,0,2,0,5,0,5,1,0,0,0,0,15,151,7,Take Me Out To The Holosuite
ROM,3,0,0,0,0,0,1,0,3,0,9,2,1,5,0,18,0,0,0,0,26,151,7,Take Me Out To The Holosuite
SISKO,9,0,0,0,5,0,13,0,11,0,10,34,9,1,18,4,0,0,9,0,108,151,7,Take Me Out To The Holosuite
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
WORF,1,0,0,0,0,0,0,0,3,0,3,6,2,0,0,9,0,0,0,0,13,151,7,Take Me Out To The Holosuite
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Take Me Out To The Holosuite
BASHIR,4,0,0,0,12,0,0,0,0,0,13,2,41,1,0,25,0,0,0,0,146,152,7,Chrysalis
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
EZRI,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,152,7,Chrysalis
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
KIRA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,152,7,Chrysalis
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
NOG,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,152,7,Chrysalis
ODO,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,152,7,Chrysalis
O'BRIEN,41,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,26,152,7,Chrysalis
QUARK,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,152,7,Chrysalis
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
SISKO,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,152,7,Chrysalis
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Chrysalis
BASHIR,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,7,153,7,"Treachery, Faith and the Great River"
DAMAR,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,153,7,"Treachery, Faith and the Great River"
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,"Treachery, Faith and the Great River"
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,"Treachery, Faith and the Great River"
EZRI,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,153,7,"Treachery, Faith and the Great River"
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,"Treachery, Faith and the Great River"
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,"Treachery, Faith and the Great River"
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,"Treachery, Faith and the Great River"
KIRA,3,0,0,0,1,0,0,0,2,1,0,8,9,0,0,0,0,0,0,0,13,153,7,"Treachery, Faith and the Great River"
MARTOK,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,2,0,7,153,7,"Treachery, Faith and the Great River"
NOG,0,0,0,0,0,0,0,0,0,0,2,0,84,2,0,2,0,0,1,0,47,153,7,"Treachery, Faith and the Great River"
ODO,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,134,0,0,0,79,153,7,"Treachery, Faith and the Great River"
O'BRIEN,10,0,0,0,2,0,0,0,9,8,84,0,0,2,10,20,0,0,4,0,80,153,7,"Treachery, Faith and the Great River"
QUARK,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,4,153,7,"Treachery, Faith and the Great River"
ROM,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,153,7,"Treachery, Faith and the Great River"
SISKO,0,0,0,0,0,0,0,0,0,0,2,0,20,3,0,0,0,0,0,0,13,153,7,"Treachery, Faith and the Great River"
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,10,0,0,0,78,153,7,"Treachery, Faith and the Great River"
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,"Treachery, Faith and the Great River"
WORF,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,4,153,7,"Treachery, Faith and the Great River"
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,"Treachery, Faith and the Great River"
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
EZRI,0,0,0,0,0,0,0,0,10,0,0,1,0,10,0,0,0,0,1,0,13,154,7,Once More Unto The Breach
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,154,7,Once More Unto The Breach
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
KIRA,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,154,7,Once More Unto The Breach
MARTOK,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,52,0,72,154,7,Once More Unto The Breach
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
ODO,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,154,7,Once More Unto The Breach
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
QUARK,0,0,0,0,10,0,6,0,1,0,0,3,0,2,0,0,0,0,0,0,12,154,7,Once More Unto The Breach
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
SISKO,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,154,7,Once More Unto The Breach
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
WORF,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,51,154,7,Once More Unto The Breach
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Once More Unto The Breach
BASHIR,2,0,0,0,5,0,0,0,0,0,1,0,0,4,0,2,0,0,1,0,17,155,7,Siege of AR-558
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
EZRI,5,0,0,0,2,0,0,0,0,0,2,0,0,12,0,6,0,0,0,0,29,155,7,Siege of AR-558
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,155,7,Siege of AR-558
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
NOG,1,0,0,0,2,0,0,0,0,0,2,0,1,28,0,26,0,0,0,0,36,155,7,Siege of AR-558
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,155,7,Siege of AR-558
O'BRIEN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,3,155,7,Siege of AR-558
QUARK,4,0,0,0,12,0,0,0,0,0,28,0,0,2,0,22,0,0,3,0,42,155,7,Siege of AR-558
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
SISKO,2,0,0,0,6,0,0,0,9,0,26,3,2,22,0,4,0,0,14,0,84,155,7,Siege of AR-558
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
WORF,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,14,0,0,0,0,13,155,7,Siege of AR-558
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Siege of AR-558
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
DUKAT,0,0,0,12,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,65,156,7,Covenant
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
KIRA,0,0,0,60,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,92,156,7,Covenant
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
ODO,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,4,0,0,0,0,9,156,7,Covenant
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,4,156,7,Covenant
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
SISKO,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,4,156,7,Covenant
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
WORF,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,156,7,Covenant
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,Covenant
BASHIR,0,0,0,0,1,0,1,0,0,0,6,1,1,2,2,1,0,0,0,0,8,157,7,It's Only A_Paper Moon
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,7,It's Only A_Paper Moon
